"code","lastPrice","movementPercentage","close","open","high","low","volume","high52Week","low52Week","tradesValue","numberOfTrades","marketCap","totalBuyOrders","totalBuyVolume","totalSellOrders","totalSellVolume","buySellOrderRatio","buySellVolRatio","mktDepth","companyName","companyDesc","sector","industry","peRatio","eps","peGrowth","debtEquity","pbRatio","beta","dividendAmount","dividendYield","dpsCurrent"
"NEC","1.985","-0.25","1.9900","1.985","2.01","1.975","4155643","2.2700","1.7870","8259595.8890","4799","3236000000","86","419672","88","465189","1","0.9","buyNum buyVol buyPrice sellNum sellVol sellPrice
--------- --------- -------- ---------- ---------- ---------
        4     27271    1.985          2      13545      1.99
        4     44664     1.98          2      23641     1.995
        3     17247    1.975          7      63966       2.0
        3     20953     1.97         10     105155      2.01
        2      6916    1.965          6      25801      2.02
        1      3316     1.96          3      17316      2.03
        2      3316    1.955          3       6566      2.04
        4      8341     1.95          8      46525      2.05
        1      3316    1.945          1       3316      2.06
        4     65146     1.94          1       2933      2.07","NINE ENTERTAINMENT CO. HOLDINGS LIMITED","Nine Entertainment Co. Holdings Limited (NEC) is an Australian and media entertainment company with investments spanning television, video on demand, print, digital, and radio. Nine&#39;s assets include the Nine Network, major mastheads such as The Sydney Morning Herald, The Age and Australian Financial Review, digital properties such as nine.com.au, 9Honey, Pedestrian.TV, and CarAdvice, subscription video platform Stan, talk-back radio and majority investments in Domain and Future Women.","Communication Services","Media & Entertainment","41.03","-0.025","0.22","60.2","1.92","1.17","5.0","5.5","0.11"
"NEM","59.08","0.14","59.0000","58.98","59.37","58.85","1040195","63.3600","52.6000","61507930.280","12490","11204000000","104","59050","186","109285","0.6","0.5","buyNum buyVol buyPrice sellNum sellVol sellPrice
--------- --------- -------- ---------- ---------- ---------
        1      2000    59.07          1        196     59.11
        2      1305    59.05          1        279     59.15
        2      5177    59.01          1        614     59.16
        3      1250     59.0          1       3000     59.19
        1      1040    58.99          1        218     59.21
        1      4877    58.97          1        245     59.23
        1      1025    58.96          1        279     59.27
        1      4877    58.93          1        217     59.31
        1       879    58.91          1         48     59.32
        1        85     58.9          2        946     59.35","NEWMONT CORPORATION","Newmont Corporation (NEM) is gold company and a producer of copper, silver, zinc and lead. The company&#39;s portfolio of assets, prospects and talent is anchored in favorable mining jurisdictions in North America, South America, Australia and Africa. Newmont is the only gold producer listed in the S&P 500 Index.","Materials","Materials","19.01","0.002","0.0","31.7","1625.34","0.86","42.72",,
"NES","0.003","-25.00","0.0040","0.004","0.004","0.003","350000","0.0090","0.003","1300.0","3","2000000","26","42608940","40","17316939","0.6","2.5","buyNum buyVol buyPrice sellNum sellVol sellPrice
--------- --------- -------- ---------- ---------- ---------
       10   6933916    0.003          3    2301951     0.004
        8   9645024    0.002          7    4189720     0.005
        8  26030000    0.001          7    4900000     0.006
                                      8    1490459     0.007
                                      4    1049999     0.008
                                      1     100000     0.009
                                      6    2671471      0.01
                                      1     339999     0.012
                                      1      65000     0.013
                                      1      83340      0.02","NELSON RESOURCES LIMITED.","Nelson Resources Limited (NES) is a gold exploration company with a portfolio of wholly owned gold projects located in Western Australia. Nelson&#39;s projects are located within the Eastern Goldfields Superterrane of the Yilgarn Craton, which contains substantial greenstone belts, considered highly prospective for gold mineralisation. The Company&#39;s flagship project is the Woodline project which lies over the reworked Archaean margin adjacent to the Albany-Fraser Province.","Materials","Materials",,"-0.002",,"0.0","0.32","1.01",,,
"NET","0.007","-12.50","0.0080","0.008","0.008","0.007","2336898","0.0270","0.0060","16658.409","11","29000000","48","45103187","54","38126770","0.9","1.2","buyNum buyVol buyPrice sellNum sellVol sellPrice
--------- --------- -------- ---------- ---------- ---------
       19  11035722    0.007          9   10249137     0.008
        9  12344165    0.006          7   11395332     0.009
       11   7273300    0.005         13    4501687      0.01
        3   2450000    0.004          4     822855     0.011
        3   6000000    0.003          3     600000     0.012
        3   6000000    0.002          3     884384     0.013
                                      4    2113794     0.014
                                      1     150000     0.015
                                      1     435631     0.017
                                      1      26316      0.02","NETLINKZ LIMITED","Netlinkz Limited (NET, formerly Iwebgate Limited) is a networking vendor that provides secure and efficient cloud network solutions. The Netlinkz VSN solution is a NaaS (Network-as-a-Service) proposition that is user-centric, creating a per-user private network that is available, secure and performance optimised, for authorised users regardless of their location.","Information Technology","Software & Services",,"-0.003",,"60.4","2.5","1.28",,,
"NEU","16.09","1.64","15.8300","15.75","16.13","15.6","545164","16.4000","6.7200","8725292.540","6209","2004000000","105","130869","56","65669","1.9","2","buyNum buyVol buyPrice sellNum sellVol sellPrice
--------- --------- -------- ---------- ---------- ---------
        1       284    16.08          2       1398      16.1
        1       296    16.07          3       6829     16.11
        3      6342    16.06          4       5768     16.12
        1       614    16.04          1        473     16.13
        1       396    16.03          1       2661     16.15
        1      3311    16.02          2        940     16.16
        3      3824     16.0          2       2661     16.17
        1      2661    15.99          1       1200     16.19
        1      3637    15.98          3       3761      16.2
        1       265    15.97          1       2000     16.23","NEUREN PHARMACEUTICALS LIMITED","Neuren Pharmaceuticals Limited (NEU) is a biopharmaceutical company developing therapies for brain injury, neurodevelopmental and neurodegenerative disorders. NEU has two key drug products comprising NNZ-2566 and NNZ-2591. NEU has operations in New Zealand, Australia and the USA.","Health Care","Pharmaceuticals, Biotechnology & Life Sciences","10553.33","0.001",,"0.0","49.09","1.03",,,
"NFL","0.22","15.79","0.1900","0.2","0.23","0.195","885816","0.5050","0.1200","192590.085","130","7000000","45","731444","16","389291","2.8","1.9","buyNum buyVol buyPrice sellNum sellVol sellPrice
--------- --------- -------- ---------- ---------- ---------
        2      6678     0.21          1       9371      0.22
        2     50748    0.205          1      12963      0.23
        4     24506      0.2          3      52739      0.24
        3     40550    0.195          2      53707      0.27
        2     30350     0.19          1      50000      0.29
        1     30396    0.185          2      12844     0.295
        7    195828     0.18          1      50000       0.3
        3     38810    0.175          1      50000      0.35
        6     94305     0.17          1      14222     0.365
        2     36369    0.165          1      55500      0.38","NORFOLK METALS LIMITED","Norfolk Metals Limited (NFL) is an Australian mineral exploration company for the primary purpose of acquiring the Roger River Gold Project and the Orroroo Uranium Project.","Materials","Materials",,"-0.023",,"0.0","1.2","0.87",,,
"NGE","0.905","2.84","0.8800","0.89","0.905","0.875","34135","0.9100","0.7050","30383.900","9","32000000","9","196966","5","59529","1.8","3.3","buyNum buyVol buyPrice sellNum sellVol sellPrice
--------- --------- -------- ---------- ---------- ---------
        2     27145     0.89          1      20250     0.905
        2     15000     0.88          1      24853      0.91
        1     21145    0.875          1       5500      0.92
        1     25000     0.87          1       5086      0.99
        1     25000    0.825          1       3840      1.05
        1     13676    0.765                                
        1     70000     0.63","NGE CAPITAL LIMITED","NGE Capital Limited (NGE, formerly New Guinea Energy Limited) is an internally managed Listed Investment Company which offers investors to gain exposure to a concentrated, high conviction, actively managed portfolio of financial assets.","Financials","Financial Services",,"-0.053",,,"0.89","0.74",,,
"NGI","1.105","0.45","1.1000","1.1","1.11","1.095","131787","1.5000","0.9800","145079.4555","373","268000000","13","94305","18","113189","0.7","0.8","buyNum buyVol buyPrice sellNum sellVol sellPrice
--------- --------- -------- ---------- ---------- ---------
        3     20124      1.1          1        834      1.11
        3     38281     1.09          1         11     1.115
        1       900     1.08          2      14342      1.12
        1      2000     1.06          2      45537      1.15
        1      2000     1.05          4      11022      1.17
        2     25000     1.01          1      12200      1.18
        2      6000      1.0          1        800       1.2
                                      1        656      1.21
                                      1       2805      1.28
                                      1       5100       1.4","NAVIGATOR GLOBAL INVESTMENTS LIMITED","Navigator Global Investments Limited (NGI) is the listed Australian holding company for US-based Lighthouse Investment Partners, LLC (Lighthouse). It focuses on the provision of investment management products and services to investors globally through wholly owned subsidiary Lighthouse Investment Partners, LLC; and investment in a portfolio of minority interests in six alternative asset management companies.","Financials","Financial Services","6.54","0.168",,"9.0","0.45","0.82","4.69","3.9","0.042"
"NGL","0.042","-6.67","0.0450","0.039","0.042","0.039","141628","0.1300","0.039","5614.364","8","5000000","2","204000","14","649101","0.1","0.3","buyNum buyVol buyPrice sellNum sellVol sellPrice
--------- --------- -------- ---------- ---------- ---------
        1      4000    0.025          1      32800     0.042
        1    200000    0.012          1      50000     0.044
                                      2     100000     0.045
                                      1     199990      0.05
                                      1      74435     0.059
                                      1      10000      0.06
                                      1        344     0.073
                                      1      36214     0.115
                                      1       7980      0.13
                                      1      20000     0.135","NIGHTINGALE INTELLIGENT SYSTEMS INC","Nightingale Intelligent Systems, Inc (NGL) provides unmanned aerial vehicles (UAV) for commercial applications. The first application chosen by the Company is physical security. The Company primarily focuses on business verticals of Enterprise, Defence and Emergency Response linked to critical infrastructure.","Industrials","Capital Goods",,"-0.17",,"129.6","7.89","0.79",,,
"NGS","0.013","8.33","0.0120","0.012","0.013","0.012","892080","0.0610","0.0080","10746.960","5","3000000","8","2647948","14","5514998","0.6","0.5","buyNum buyVol buyPrice sellNum sellVol sellPrice
--------- --------- -------- ---------- ---------- ---------
        1    328448    0.012          3    1820777     0.013
        1    500000    0.011          1     850000     0.015
        2   1550000     0.01          1    2000000     0.016
        1    150000    0.009          1     200000     0.018
        2     82000    0.008          3     581764      0.02
        1     37500    0.007          1      10000     0.024
                                      1      10000     0.045
                                      1        314     0.079
                                      1      32143     0.115
                                      1      10000      0.15","NUTRITIONAL GROWTH SOLUTIONS LTD","Nutritional Growth Solutions Ltd (NGS) is a global nutritional health company focused on the well-being of children. NGS develops, produces and sells clinically tested nutritional supplement formulae for children following 20 years of medical research into paediatric nutrition at Schneider Children&#39;s Medical Centre, Israel&#39;s paediatric hospital.","Consumer Staples","Household & Personal Products",,"-0.048",,"1.8","0.58","0.56",,,
"NGX","0.14","-6.67","0.1500","0.15","0.15","0.14","89900","0.3000","0.1200","13479.55","8","14000000","17","333329","8","59193","2.1","5.6","buyNum buyVol buyPrice sellNum sellVol sellPrice
--------- --------- -------- ---------- ---------- ---------
        2     41488     0.14          3       9215      0.15
        5    118013    0.135          2       5888      0.17
        4     80508     0.13          1      20000     0.175
        2     28791    0.125          2      24090      0.19
        1     16641     0.12                                
        1      5000    0.115                                
        1     28000     0.11                                
        1     14888    0.061","NGX LIMITED","NGX Limited (NGX) is a company with a focus on certain graphite assets in Malawi, being the Nanzeka Project, the Duwi Project, the Malingunde Project and the Mabuwa Project.","Materials","Materials",,"-0.25",,"0.2","0.91","0.87",,,
"NGY","0.033","37.50","0.0240","0.026","0.033","0.026","73000","0.0490","0.0170","2118.0","5","36000000","13","6375000","18","2655481","0.7","2.4","buyNum buyVol buyPrice sellNum sellVol sellPrice
--------- --------- -------- ---------- ---------- ---------
        1     30000    0.026          1      13000     0.036
        1     50000    0.025          1     200000     0.038
        2    230000    0.018          1      25641     0.039
        3    280000    0.017          2     126772      0.04
        1    135000    0.015          1      50000     0.041
        1   3000000    0.013          1      56666     0.043
        2    550000     0.01          1     100000     0.045
        1    100000    0.005          1      46021     0.049
        1   2000000    0.001          1     350000      0.05
                                      1      17017     0.055","NUENERGY GAS LIMITED","NuEnergy Capital Limited (NGY) is involved in exploration, appraisal and development of hydrocarbons with a primary focus on unconventional gas on coal seam gas also known as coal bed methane (?CBM""). NuEnergy&#39;s strategy is to integrate all its PSCs in South Sumatra as a CBM hub to supply sustainable clean energy to the local market and the country. NuEnergy has a clear strategy to drive future growth and maximise shareholder return.","Energy","Energy",,"-0.001",,"0.0","1.32","1.23",,,
"NHC","5.08","0.20","5.0700","5.08","5.1","5.0","2379449","6.8850","4.5200","12048815.410","5963","4286000000","247","614119","199","918305","1.2","0.7","buyNum buyVol buyPrice sellNum sellVol sellPrice
--------- --------- -------- ---------- ---------- ---------
        8     53655     5.07          1       6440      5.08
        5     48586     5.06          4      23898      5.09
        4     37516     5.05         10      89119       5.1
        4     11940     5.04          4      35186      5.11
        1        20     5.03          7      55826      5.12
        3      7990     5.02          2       6409      5.13
        6     15209     5.01          3       5750      5.15
       20     49065      5.0          1       2250      5.17
        2     10200     4.99          2       7200      5.18
        4      7002     4.98          1       1500      5.19","NEW HOPE CORPORATION LIMITED","New Hope Corporation Limited (NHC) is an Australian public company that is involved in the exploration, development, production and processing of coal, oil and gas, as well as marketing and logistics.NHC also holds exploration tenements in Queensland. NHC has business interests and operations spanning coal mining, exploration, port operation, oil, agriculture, innovative technologies and investment.","Energy","Energy","5.25","1.237",,"3.8","1.7","1.22","30.0","7.2","0.51"
"NHE","0.145","-14.71","0.1700","0.135","0.16","0.13","8067042","0.2950","0.13","1148550.8250","383","44000000","93","4518748","75","4567665","1.2","1","buyNum buyVol buyPrice sellNum sellVol sellPrice
--------- --------- -------- ---------- ---------- ---------
        9    154170    0.145          1     100000      0.15
       19    563325     0.14          2     131000     0.155
       18    926743    0.135          5     268000      0.16
       17   1189579     0.13          3     278519     0.165
        7    233000    0.125          1     400000     0.175
       10    173314     0.12          1     400000      0.18
        1     30000    0.115          1      40000      0.19
        3     33617     0.11          2      29000     0.195
        3   1070000    0.105          8     148568       0.2
        4    125000      0.1          3      41070      0.21","NOBLE HELIUM LIMITED","Noble Helium Limited (NHE) is a mineral exploration company with a primary focus on identifying, exploring and developing helium assets in United Republic of Tanzania and the potential discovery and development of the World&#39;s largest Global-Scale Primary Helium reserve, targeting a market share of 16% (1Bcf PA). Noble Helium is a Tanzania-focused helium explorer looking to provide carbon-free and geopolitical free helium to the global market for this scarce and high-value industrial gas.","Energy","Energy",,"-0.011",,"0.0","1.48","1.15",,,
"NHF","7.44","0.54","7.4000","7.44","7.52","7.41","934829","8.9500","6.7400","6965136.580","5207","3584000000","71","122981","42","110084","1.7","1.1","buyNum buyVol buyPrice sellNum sellVol sellPrice
--------- --------- -------- ---------- ---------- ---------
        2      5393     7.41          2      21878      7.44
        7     10023      7.4          3      10638      7.45
        3     10665     7.39          5      22744      7.46
        3     14173     7.38          3      11393      7.47
        5     17978     7.37          2       3180      7.48
        3      4727     7.36          2       3044      7.49
        2      1788     7.35          2       2077      7.51
        1       136     7.34          2       5168       7.6
        1      1400      7.3          1       1879      7.65
        1      1000     7.26          1       5000      7.86","NIB HOLDINGS LIMITED","NIB Holdings Limited (NHF) is an Australian health insurer company providing health and medical insurance to over one million Australian residents, New Zealand residents and international visitors and students. NHF operates in four divisions which are private health insurance, life insurance, travel insurance and related health care activities. NHF&#39;s strategy is to provide innovative, low cost health insurance products.","Financials","Insurance","16.37","0.436","2.27",,"3.65","0.73","15.0","3.9","0.28"
"NIC","0.68","-2.16","0.6950","0.695","0.70","0.675","7495702","1.1670","0.6750","5121546.9375","3310","2979000000","114","1661528","241","4105961","0.5","0.4","buyNum buyVol buyPrice sellNum sellVol sellPrice
--------- --------- -------- ---------- ---------- ---------
       20    475885    0.675          1     153188      0.68
       16    197746     0.67          2      29941     0.685
        5     71600    0.665          8     282295      0.69
        5     93682     0.66          5      65800     0.695
        6     62430    0.655          9     154443       0.7
       20    135230     0.65          5     112139     0.705
        2     16800    0.645          3      52404      0.71
        4     53143     0.64          3      75404     0.715
        5     47973    0.635         15     277983      0.72
        3     23800     0.63          8     111700     0.725","NICKEL INDUSTRIES LIMITED","Nickel Industries Limited (NIC , formerly Nickel Mines Limited ) is an Australian public company emerging as a globally significant, low cost producer of nickel pig iron (NPI), a key ingredient in the production of stainless steel. Nickel Industries now holds 80% economic interests in the Hengjaya Nickel and Ranger Nickel projects, both of which operate 2 line Rotary Kiln Electric Furnace (?RKEF&#39;) plants producing NPI within the Indonesia Morowali Industrial Park (?IMIP&#39;).","Materials","Materials","11.12","0.088",,"43.1","0.97","0.95","2.0","5.1","0.04"
"NIM","0.145","-9.38","0.1600","0.17","0.17","0.145","89872","0.3950","0.1200","13697.415","26","22000000","16","961879","20","405045","0.8","2.4","buyNum buyVol buyPrice sellNum sellVol sellPrice
--------- --------- -------- ---------- ---------- ---------
        1      1771    0.145          2      71159      0.16
        1      2000     0.14          1      10000     0.165
        3    226920     0.13          1      11000      0.18
        1    100000    0.125          1      20000      0.19
        4     66188     0.12          2      46878       0.2
        6    565000      0.1          1      56801      0.21
                                      2      29447      0.22
                                      1      30000     0.225
                                      5      86535      0.25
                                      1       9159      0.26","NIMY RESOURCES LIMITED","Nimy Resources Limited (NIM) is a mineral explorer and has been engaged in the acquisition and exploration of tenements at the Mons Nickel Project in the Karroun Hill District in Western Australia. Nimy Resources is an emerging exploration company, with the vision to responsibly discover and develop an economic nickel-sulphide project in a Tier 1 jurisdiction, Western Australia.","Materials","Materials",,"-0.052",,"3.6","27.59","0.87",,,
"NIS","0.086","8.86","0.0790","0.081","0.093","0.08","32948678","0.1700","0.0310","2856894.829","908","16000000","66","8224845","80","8027778","0.8","1","buyNum buyVol buyPrice sellNum sellVol sellPrice
--------- --------- -------- ---------- ---------- ---------
        4    448111    0.085          2     129999     0.086
        4    769432    0.084          1     100000     0.087
        5    990929    0.083          1     124750     0.089
        5   1000000    0.082          2     115000      0.09
        3   1112500    0.081          1      44393     0.091
        2     26375     0.08          1      11000     0.092
        2    300000    0.079          1      22500     0.094
        1    100000    0.078          2      60658     0.095
        1    100000    0.077          4     230000     0.096
        1    131500    0.076          1     110000     0.097","NICKELSEARCH LIMITED","NickelSearch Limited (NIS) is a mineral exploration company with a current focus on exploring for nickel sulphide deposits on its existing Tenements. NickelSearch Limited (ASX code: NIS) is a dedicated nickel sulphide explorer focused on advancing its flagship WA Carlingup Nickel Project.","Materials","Materials",,"-0.02",,"1.0","0.85","0.94",,,
"NKL","0.051","-12.07","0.0580","0.051","0.051","0.051","221754","0.1050","0.0510","11309.454","4","5000000","6","259632","9","224395","0.7","1.2","buyNum buyVol buyPrice sellNum sellVol sellPrice
--------- --------- -------- ---------- ---------- ---------
        1     46745    0.051          1      37037      0.06
        1    100000     0.05          1       8354     0.062
        1     23250    0.043          1      50500     0.074
        1     10000     0.03          1      10000      0.08
        1     35749    0.028          1      24549     0.083
        1     43888    0.023          1      26460     0.087
                                      1       9495     0.105
                                      1      50000      0.11
                                      1       8000      0.15","NICKELX LIMITED","NickelX Limited (NKL) is nickel exploration company with a focus on the prolific Albany-Fraser belt in Western Australia. Its flagship project is the Biranup Project, located in a premiere mining district 350km from Kalgoorlie, WA. The company&#39;s primary focus is the highly prospective Cosmos South Nickel project, where 2 high priority targets have been identified via geochemical, geophysical and geological evaluation, and where permitting and drilling contractors are being organised.","Materials","Materials",,"-0.034",,"0.3","1.08","0.9",,,
"NME","0.03","20.00","0.0250","0.03","0.03","0.03","200000","0.0370","0.0140","6000.0","5","9000000","7","1420536","4","381666","1.8","3.7","buyNum buyVol buyPrice sellNum sellVol sellPrice
--------- --------- -------- ---------- ---------- ---------
        1       226     0.03          1      66666     0.044
        1    134265    0.023          1      15000     0.048
        1       400    0.022          1     250000     0.055
        1    100000    0.018          1      50000      0.06
        1     85715    0.009                                
        1    100000    0.005                                
        1    999930    0.001","NEX METALS EXPLORATION LIMITED","Nex Metals Explorations Limited (NME) is an Australia-based company engaged in exploring for gold, copper and nickel. The Company is involved in mineral mining and exploration in Western Australia. Its projects include Yundamindera Gold Project, Kookynie Gold Project and Kookynie Tailings Research Project.","Materials","Materials",,"-0.003",,"-66.1","-22.73","1.12",,,
"NML","0.019",,"0.0190","0.0","0.0","0.0","0","0.0450","0.0180","0.0","0","29000000",,,,,,,"","NAVARRE MINERALS LIMITED","Navarre Minerals Limited (NML) is a gold producer and a mineral exploration company with a core mission to develop and operate mineral deposits. Headquartered in Victoria, Navarre&#39;s gold-dominant portfolio comprises the operating Mt Carlton mine, five development projects and a prospective exploration portfolio across Queensland and Victoria.","Materials","Materials",,"-0.015",,"1.5","0.29","0.97",,,
"NMR","0.025",,"0.0250","0.0","0.0","0.0","0","0.1350","0.0240","0.0","0","5000000","4","451666","27","2520435","0.1","0.2","buyNum buyVol buyPrice sellNum sellVol sellPrice
--------- --------- -------- ---------- ---------- ---------
        1     10000    0.016          2     113160     0.025
        1    100000    0.015          1      17675     0.027
        1    266666    0.009          2     368000     0.028
        1     75000    0.008          3     209827     0.029
                                      1     266667      0.03
                                      1      92600     0.054
                                      2     118857     0.055
                                      1     161437     0.056
                                      1      50000     0.059
                                      1      33366      0.06","NATIVE MINERAL RESOURCES HOLDINGS LIMITED","Native Mineral Resources Holdings Limited (NMR) is focussed on exploring its Tenements for major copper and gold discoveries by using modern exploration methods to improve mineralisation targeting. The company is established to explore for copper and gold deposits in the Palmerville fault and Mount Morgan regions in North Queensland and for gold deposits in the Eastern Goldfields region in Western Australia.","Materials","Materials",,"-0.033",,"0.0","12.5","0.88",,,
"NMT","0.18","-2.70","0.1850","0.19","0.19","0.175","2241122","0.9600","0.175","403514.6610","290","112000000","92","2820672","72","1657539","1.3","1.7","buyNum buyVol buyPrice sellNum sellVol sellPrice
--------- --------- -------- ---------- ---------- ---------
        4    192605     0.18          7     216805     0.185
       17    895188    0.175         10     281952      0.19
       23    385650     0.17          5     182746     0.195
        5     35496    0.165         18     330744       0.2
        9     90669     0.16          2      55231     0.205
        4    324516    0.155          4     119510      0.21
       14    482057     0.15          2      43000     0.215
        2     18500    0.145          2      61344      0.22
        2     53600     0.14          2      51500     0.225
        1     25000    0.135          2      22540      0.23","NEOMETALS LTD","Neometals Limited (NMT) develops opportunities in minerals and advanced materials essential for a sustainable future. The company has the four projects: Lithium Battery Recycling Project, Barrambie Titanium & Vanadium Project, Lithium Hydroxide Refinery Project and Mt Edwards Lithium and Nickel Project. NMT&#39;s technologies, particularly those in battery materials recycling and recovery, reduce reliance on traditional mining and processing, and support circular economic principles.","Materials","Materials",,"-0.054",,"1.0","1.12","0.89","2.0",,
"NMTN","0.0",,"0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0","0",,,,,,,"","NEOMETALS LTD DEF","","","",,,,,,,,,
"NNG","0.015","-11.76","0.0170","0.015","0.015","0.015","437000","0.0500","0.0080","6555.0","1","3000000","19","2743356","17","3731786","1.1","0.7","buyNum buyVol buyPrice sellNum sellVol sellPrice
--------- --------- -------- ---------- ---------- ---------
        1       188    0.015          2     251000     0.017
        1    200000    0.014          1     432003     0.019
        3    286661    0.013          3     277647      0.02
        5    637619    0.012          1     250000     0.022
        1    500000    0.011          1     250000     0.025
        7    950000     0.01          3     582002      0.03
        1    168888    0.005          1      50000     0.047
                                      1     500000      0.05
                                      1     119600     0.088
                                      1      90606     0.089","NEXION GROUP LTD","Nexion Group Ltd (NNG) is an information technology company delivering Cloud infrastructure and network services. It offers Private Cloud Infrastructure coupled with Public Cloud Products such as Amazon AWS and Microsoft Azure to create a Hybrid Cloud service called a OneCloud Node. NEXION uses SD-WAN technology to connect its corporate customers to its OneCloud Nodes.","Information Technology","Software & Services",,"-0.019",,"-118.8","-2.08","2.0",,,
"NNL","0.15","-11.76","0.1700","0.0","0.15","0.15","20000","0.4300","0.1350","3000.00","1","10000000","14","163747","14","595125","1","0.3","buyNum buyVol buyPrice sellNum sellVol sellPrice
--------- --------- -------- ---------- ---------- ---------
        1      1778     0.14          1      20000     0.145
        2     14888     0.13          1      60000     0.155
        2     32500    0.125          1      20231      0.16
        1      4548     0.11          1      30000      0.19
        3     42033    0.105          3     222733       0.2
        4     58000      0.1          2      62528      0.21
        1     10000     0.09          1      30000     0.215
                                      1      40000      0.22
                                      1       3678     0.235
                                      1       5955      0.24","NORDIC NICKEL LIMITED","Nordic Nickel Limited (NNL) is an Australian company focussed on discovering, developing, and supplying sustainably sourced, low carbon intensive critical minerals essential for the energy transition. In partnership with local stakeholders, Nordic Nickel will utilise best-practice, modern exploration techniques on drill ready targets, with the aim of expanding known mineralisation and making new discoveries.","Materials","Materials",,"-0.012",,"0.0","1.68","0.9",,,
"NOL","1.77",,"1.7700","0.0","0.0","0.0","125000","1.9600","1.5550","221250.0","1","153000000","5","9669","7","134732","0.7","0.1","buyNum buyVol buyPrice sellNum sellVol sellPrice
--------- --------- -------- ---------- ---------- ---------
        2      2262     1.68          1       9929      1.77
        1      2943     1.58          1       4012     1.795
        1      3964     1.57          1      45860       1.8
        1       500     1.55          2      43213      1.85
                                      1       5000      2.01
                                      1      26718      2.12","NOBLEOAK LIFE LIMITED","Nobleoak Life Limited (NOL) is an  Australian life insurer based in Sydney which operates across the life insurance value chain, including product design and manufacturing, marketing, distribution, administration, underwriting and claims. Life risk insurance includes pure life risk cover products and the life risk component within bundled products.","Financials","Insurance","25.47","0.07",,,"1.27","0.94",,,
"NOR","0.041","0.00","0.0410","0.041","0.042","0.039","178076","0.0430","0.0190","7355.793","8","18000000","22","5484938","16","4873256","1.4","1.1","buyNum buyVol buyPrice sellNum sellVol sellPrice
--------- --------- -------- ---------- ---------- ---------
        2    168336    0.038          2     113456     0.042
        2    173100    0.037          2     172410     0.043
        1    200000    0.036          1     200000     0.044
        2    424000    0.035          3     955749     0.045
        1    350000    0.032          1    2685000     0.046
        4    777000    0.031          1     100000     0.049
        2    250001     0.03          1     136182      0.05
        1     30000    0.028          1      50000      0.06
        1    185000    0.027          1     199999     0.076
        2   2750000    0.021          2     215000      0.08","NORWOOD SYSTEMS LIMITED","Norwood Systems (NOR) is an Australian public company that offers novel and highly advanced cognitive AI platforms for voice and messaging capabilities to service providers, businesses, and consumers. Norwood&#39;s services are aimed at a range of end-users from individual consumers and SOHO business users to larger communication service providers. Since launching in 2014, Norwood has served over 6 million customers in 200+ countries and territories and 5000+ cities worldwide.","Information Technology","Software & Services",,"-0.005",,"-79.5","-17.08","1.25",,,
"NOU","0.096","0.00","0.0960","0.096","0.10","0.096","26094","0.1950","0.0600","2516.356","19","27000000","18","853228","18","492395","1","1.7","buyNum buyVol buyPrice sellNum sellVol sellPrice
--------- --------- -------- ---------- ---------- ---------
        1      7052    0.095          1      17148     0.096
        1     11122     0.09          6     309715     0.105
        1     10000    0.089          2       1262      0.11
        1     11776    0.085          1        983     0.115
        1      5000    0.081          1       5500      0.12
        2     14512     0.08          1       1446      0.15
        1    100000    0.079          1      71749      0.18
        1     20000    0.075          2      25000     0.185
        3     80150     0.07          2      50350      0.19
        1     50000    0.065          1       9242     0.195","NOUMI LIMITED","Noumi Limited (NOU, formerly Freedom Foods Group Limited) is involved in developing, sourcing, manufacturing, selling, marketing and distribution of plant-based and dairy beverages, dairy and nutritional products to wholesale and consumer markets; selling, marketing and distribution of canned specialty seafood to consumer markets and investment in dairy farming operations.","Consumer Staples","Food, Beverage & Tobacco",,"-0.114",,"-241.2","-0.13","2.0","2.25","1.08",
"NOV","0.082","-1.20","0.0830","0.083","0.083","0.082","192364","0.2300","0.0790","15915.772","63","28000000","12","406194","27","1259090","0.4","0.3","buyNum buyVol buyPrice sellNum sellVol sellPrice
--------- --------- -------- ---------- ---------- ---------
        1     11240    0.082          1       6875     0.084
        1    100000    0.081          1      80000      0.09
        1     56113     0.08          1      80000     0.097
        2     22329    0.079          3     155000     0.098
        1      6410    0.078          1     150872     0.099
        2     35333    0.075          1      89464       0.1
        1     10685    0.073          2      31800      0.11
        1     14084    0.071          2      40425      0.12
        1    100000     0.07          4     125033     0.125
        1     50000     0.06          2     168135      0.13","NOVATTI GROUP LIMITED","Novatti Group Limited (NOV) is a fintech that enables businesses to pay and be paid, from any device, anywhere. Solutions include issuing, acquiring, processing, and billing, while the Group has also applied to APRA for a restricted banking licence.","Information Technology","Software & Services",,"-0.078",,"97.9","2.23","2.0",,,
